200304150155-012	1019	1019	2003/4/15	22	1040088	2	3.1	6.2
200304150155-012	1019	1019	2003/4/15	23	1047308	2	4.4	8.8
200304150155-012	1019	1019	2003/4/15	24	1037864	1	6.8	6.8
200304150155-012	1019	1019	2003/4/15	25	1021472	2	2.75	5.5
200304150155-012	1019	1019	2003/4/15	26	1003389	1	4.6	4.6
200304150155-012	1019	1019	2003/4/15	27	1037862	1	8.8	8.8
200304150155-012	1019	1019	2003/4/15	28	1048531	1	46.9	46.9
200304150155-012	1019	1019	2003/4/15	29	1048534	1	46.9	46.9
200304150155-012	1019	1019	2003/4/15	30	1048017	1	14	14
200304150155-012	1019	1019	2003/4/15	31	1032876	3	3.5	10.5
200304150155-012	1019	1019	2003/4/15	32	1027085	1	1.3	1.3
200304150155-012	1019	1019	2003/4/15	33	1046004	1	9.5	9.5
200304150155-012	1019	1019	2003/4/15	34	1018304	2	13.6	27.2
200304150155-012	1019	1019	2003/4/15	35	1048854	1	5.8	5.8
200304150155-012	1019	1019	2003/4/15	36	1004405	1	4.5	4.5
200304150155-012	1019	1019	2003/4/15	37	1047307	1	4.2	4.2
200304150155-012	1019	1019	2003/4/15	38	1048533	1	27.9	27.9
200304150155-012	1019	1019	2003/4/15	39	1041530	1	10	10
200304150155-012	1019	1019	2003/4/15	40	1020356	2	4	8
200304150155-012	1019	1019	2003/4/15	41	1045983	1	8.5	8.5
200304150155-012	1019	1019	2003/4/15	42	1006947	1	2.5	2.5
200304150155-012	1019	1019	2003/4/15	43	1039883	1	14	14
200304150155-012	1019	1019	2003/4/15	46	1046358	1	4.1	4.1
200304150155-012	1019	1019	2003/4/15	47	1026854	1	31.5	31.5
200304150156-012	1019	1019	2003/4/15	1	1001552	1	7	7
200304150156-012	1019	1019	2003/4/15	2	1048793	1	4.5	4.5
200304150156-012	1019	1019	2003/4/15	3	1032884	1	3.2	3.2
200304150156-012	1019	1019	2003/4/15	4	1048593	1	1.6	1.6
200304150156-012	1019	1019	2003/4/15	5	1046130	1	1.5	1.5
200304150156-012	1019	1019	2003/4/15	6	1005512	1	1.1	1.1
200304150156-012	1019	1019	2003/4/15	7	1046132	1	1.5	1.5
200304150156-012	1019	1019	2003/4/15	8	1006669	1	2.9	2.9
200304150156-012	1019	1019	2003/4/15	9	1005452	1	1.3	1.3
200304150156-012	1019	1019	2003/4/15	10	1001090	1	1.9	1.9
200304150157-012	1019	1019	2003/4/15	1	1040267	1	16.8	16.8
200304150158-012	1019	1019	2003/4/15	1	1041253	1	3.8	3.8
200304150159-012	1019	1019	2003/4/15	1	1008112	1	1.2	1.2
200304150159-012	1019	1019	2003/4/15	2	1008127	1	1.2	1.2
200304150159-012	1019	1019	2003/4/15	3	1021461	1	1	1
200304150159-012	1019	1019	2003/4/15	4	1040119	0.946	18.6	17.5956
200304150159-012	1019	1019	2003/4/15	5	1022422	0.308	15.1	4.6508
200304150159-012	1019	1019	2003/4/15	6	1008657	0.542	15.8	8.5636
200304150159-012	1019	1019	2003/4/15	7	1007386	1	4.2	4.2
200304150159-012	1019	1019	2003/4/15	8	1048985	2	58.8	117.6
200304150160-012	1019	1019	2003/4/15	1	1004814	24	1.65	39.6
200304150160-012	1019	1019	2003/4/15	2	1034685	24	2.3	55.2
200304150161-012	1019	1019	2003/4/15	2	1022648	0.592	10	5.92
200304150161-012	1019	1019	2003/4/15	3	1008732	1	4.9	4.9
200304150161-012	1019	1019	2003/4/15	4	1040118	0.446	12.8	5.7088
200304150161-012	1019	1019	2003/4/15	5	1039843	1	2.1	2.1
200304150161-012	1019	1019	2003/4/15	6	1003917	1	12.6	12.6
200304150161-012	1019	1019	2003/4/15	7	1046718	1	2.5	2.5
200304150161-012	1019	1019	2003/4/15	8	1021465	2	0.8	1.6
200304150161-012	1019	1019	2003/4/15	9	1015096	1	2.3	2.3
200304150161-012	1019	1019	2003/4/15	10	1033768	1	3.4	3.4
200304150161-012	1019	1019	2003/4/15	11	1002118	1	2	2
200304150161-012	1019	1019	2003/4/15	12	1020321	1	6.1	6.1
200304150161-012	1019	1019	2003/4/15	13	1002914	1	3.3	3.3
200304150161-012	1019	1019	2003/4/15	14	1001857	1	1.8	1.8
200304150161-012	1019	1019	2003/4/15	15	1040811	1	5	5
200304150161-012	1019	1019	2003/4/15	16	1004701	1	6	6
200304150161-012	1019	1019	2003/4/15	17	1047317	1	4.4	4.4
200304150162-012	1019	1019	2003/4/15	2	1014980	1	11	11
200304150162-012	1019	1019	2003/4/15	3	1001935	1	11.4	11.4
200304150162-012	1019	1019	2003/4/15	5	1036258	1	5	5
200304150162-012	1019	1019	2003/4/15	6	1026955	1	5	5
200304150162-012	1019	1019	2003/4/15	7	1038918	1	3.5	3.5
200304150162-012	1019	1019	2003/4/15	8	1048516	1	2.8	2.8
200304150162-012	1019	1019	2003/4/15	9	1008131	2	1.8	3.6
200304150162-012	1019	1019	2003/4/15	10	1009817	2	4.2	8.4
200304150163-012	1019	1019	2003/4/15	1	1047261	1	5.2	5.2
200304150163-012	1019	1019	2003/4/15	2	1004049	2	1.2	2.4
200304150163-012	1019	1019	2003/4/15	3	1008212	1	7.2	7.2
200304150164-012	1019	1019	2003/4/15	4	1009377	1	1.8	1.8
200304150164-012	1019	1019	2003/4/15	5	1008364	2	3.25	6.5
200304150164-012	1019	1019	2003/4/15	6	1005039	2	3.6	7.2
200304150164-012	1019	1019	2003/4/15	7	1008418	1	27.6	27.6
200304150164-012	1019	1019	2003/4/15	8	1048892	1	8.6	8.6
200304150165-012	1019	1019	2003/4/15	1	1014309	1	3	3
200304150165-012	1019	1019	2003/4/15	2	1002475	1	2.8	2.8
200304150165-012	1019	1019	2003/4/15	3	1004836	2	0.8	1.6
200304150165-012	1019	1019	2003/4/15	4	1044389	1	7.2	7.2
200304150165-012	1019	1019	2003/4/15	5	1023757	0.302	13	3.926
200304150165-012	1019	1019	2003/4/15	7	1015115	1	1.9	1.9
200304150165-012	1019	1019	2003/4/15	8	1038971	0.418	14.4	6.0192
200304150165-012	1019	1019	2003/4/15	10	1025371	0.134	87	11.658
200304150166-012	1019	1019	2003/4/15	1	1005426	1	1.65	1.65
200304150166-012	1019	1019	2003/4/15	2	1038656	1	1.6	1.6
200304150166-012	1019	1019	2003/4/15	3	1005360	1	1.6	1.6
200304150166-012	1019	1019	2003/4/15	4	1005567	1	1.5	1.5
200304150166-012	1019	1019	2003/4/15	5	1007445	1	4.5	4.5
200304150166-012	1019	1019	2003/4/15	6	1014449	1	2.7	2.7
200304150166-012	1019	1019	2003/4/15	9	1021465	1	0.8	0.8
200304150166-012	1019	1019	2003/4/15	10	1022494	0.262	14.4	3.7728
200304150166-012	1019	1019	2003/4/15	11	1022466	0.136	14.5	1.972
200304150166-012	1019	1019	2003/4/15	12	1010097	0.228	21.2	4.8336
200304150167-012	1019	1019	2003/4/15	1	1031265	1	3.1	3.1
200304150167-012	1019	1019	2003/4/15	2	1003284	1	5.8	5.8
200304150167-012	1019	1019	2003/4/15	3	1048627	4	5.8	23.2
200304150167-012	1019	1019	2003/4/15	6	1035899	2	11.4	22.8
200304150167-012	1019	1019	2003/4/15	7	1004015	1	2.8	2.8
200304150167-012	1019	1019	2003/4/15	8	1004855	7	2.2	15.4
200304150168-012	1019	1019	2003/4/15	1	1048984	2	12.2	24.4
200304150169-012	1019	1019	2003/4/15	1	1039974	1	12.8	12.8
200304150170-012	1019	1019	2003/4/15	1	1016367	1	5.6	5.6
200304150171-012	1019	1019	2003/4/15	1	1027283	1	44.9	44.9
200304150172-012	1019	1019	2003/4/15	1	1011419	1	2.6	2.6
200304150172-012	1019	1019	2003/4/15	2	1039100	1	6.3	6.3
200304150172-012	1019	1019	2003/4/15	3	1005567	1	1.5	1.5
200304150172-012	1019	1019	2003/4/15	4	1002669	1	2.8	2.8
200304150172-012	1019	1019	2003/4/15	5	1027763	1	3.1	3.1
200304150172-012	1019	1019	2003/4/15	6	1003911	2	1.55	3.1
200304150172-012	1019	1019	2003/4/15	7	1005574	1	1.6	1.6
200304150172-012	1019	1019	2003/4/15	8	1047904	1	2.3	2.3
200304150172-012	1019	1019	2003/4/15	9	1031354	1	1.8	1.8
200304150172-012	1019	1019	2003/4/15	10	1031004	1	4.2	4.2
200304150172-012	1019	1019	2003/4/15	11	1040088	1	3.1	3.1
200304150172-012	1019	1019	2003/4/15	12	1040988	1	1	1
200304150172-012	1019	1019	2003/4/15	13	1040990	1	1	1
200304150172-012	1019	1019	2003/4/15	14	1004526	1	0.8	0.8
200304150172-012	1019	1019	2003/4/15	15	1004547	1	0.8	0.8
200304150172-012	1019	1019	2003/4/15	16	1032308	2	1.9	3.8
200304150172-012	1019	1019	2003/4/15	17	1006571	4	0.8	3.2
200304150173-012	1019	1019	2003/4/15	1	1006564	6	0.5	3
200304150173-012	1019	1019	2003/4/15	2	1022705	0.146	25	3.65
200304150173-012	1019	1019	2003/4/15	3	1022964	0.196	16.6	3.2536
200304150173-012	1019	1019	2003/4/15	4	1022423	0.128	25	3.2
200304150173-012	1019	1019	2003/4/15	6	1008821	0.194	27	5.238
200304150173-012	1019	1019	2003/4/15	7	1047747	0.188	19.8	3.7224
200304150173-012	1019	1019	2003/4/15	8	1038711	0.452	9.4	4.2488
200304150173-012	1019	1019	2003/4/15	9	1035507	2	1.8	3.6
200304150173-012	1019	1019	2003/4/15	10	1007128	1	2	2
200304150173-012	1019	1019	2003/4/15	11	1046214	1	3.5	3.5
200304150173-012	1019	1019	2003/4/15	12	1042048	1	3.9	3.9
200304150173-012	1019	1019	2003/4/15	13	1009760	1	3.6	3.6
200304150173-012	1019	1019	2003/4/15	14	1007056	1	2	2
200304150173-012	1019	1019	2003/4/15	15	1032270	1	2.95	2.95
200304150173-012	1019	1019	2003/4/15	16	1003072	1	2.8	2.8
200304150174-012	1019	1019	2003/4/15	1	1048613	5	0.6	3
200304150174-012	1019	1019	2003/4/15	3	1021352	1	2.2	2.2
200304150174-012	1019	1019	2003/4/15	6	1036505	4	0.75	3
200304150174-012	1019	1019	2003/4/15	7	1036506	4	0.75	3
200304150174-012	1019	1019	2003/4/15	9	1004030	2	1.95	3.9
200304150175-012	1019	1019	2003/4/15	1	1002845	1	7.1	7.1
200304150175-012	1019	1019	2003/4/15	2	1036259	1	8.05	8.05
200304150175-012	1019	1019	2003/4/15	3	1040092	1	8	8
200304150175-012	1019	1019	2003/4/15	4	1014753	1	0.5	0.5
200304150175-012	1019	1019	2003/4/15	5	1014619	2	0.5	1
200304150175-012	1019	1019	2003/4/15	6	1014750	2	0.5	1
200304150175-012	1019	1019	2003/4/15	7	1006843	1	2.7	2.7
200304150175-012	1019	1019	2003/4/15	8	1006834	1	2.3	2.3
200304150175-012	1019	1019	2003/4/15	9	1003407	1	16.8	16.8
200304150175-012	1019	1019	2003/4/15	10	1017416	1	18.3	18.3
200304150175-012	1019	1019	2003/4/15	11	1037482	1	6.3	6.3
200304150175-012	1019	1019	2003/4/15	12	1006189	2	43.9	87.8
200304150176-012	1019	1019	2003/4/15	1	1000855	24	1.7	40.8
200304150176-012	1019	1019	2003/4/15	3	1048963	1	32.8	32.8
200304150177-012	1019	1019	2003/4/15	1	1046001	1	4.9	4.9
200304150177-012	1019	1019	2003/4/15	2	1040805	1	5	5
200304150177-012	1019	1019	2003/4/15	3	1034338	1	2	2
200304150177-012	1019	1019	2003/4/15	4	1034687	24	2	48
200304150178-012	1019	1019	2003/4/15	1	1027545	1	4.8	4.8
200304150178-012	1019	1019	2003/4/15	2	1004054	2	2.5	5
200304150178-012	1019	1019	2003/4/15	3	1001883	1	1.8	1.8
200304150178-012	1019	1019	2003/4/15	4	1040111	1	2.2	2.2
200304150178-012	1019	1019	2003/4/15	5	1040110	1	2.2	2.2
200304150178-012	1019	1019	2003/4/15	6	1004720	1	2	2
200304150178-012	1019	1019	2003/4/15	7	1015031	1	1.8	1.8
200304150178-012	1019	1019	2003/4/15	8	1000113	1	3.5	3.5
200304150178-012	1019	1019	2003/4/15	9	1002037	1	1.9	1.9
200304150178-012	1019	1019	2003/4/15	10	1001446	6	2	12
200304150178-012	1019	1019	2003/4/15	11	1037510	1	4.1	4.1
200304150178-012	1019	1019	2003/4/15	12	1044050	1	8.4	8.4
200304150178-012	1019	1019	2003/4/15	13	1003390	2	4.8	9.6
200304150179-012	1019	1019	2003/4/15	1	1048684	1	2.4	2.4
200304150179-012	1019	1019	2003/4/15	2	1002469	2	1	2
200304150179-012	1019	1019	2003/4/15	3	1025872	1	1.4	1.4
200304150179-012	1019	1019	2003/4/15	4	1025692	1	16.1	16.1
200304150179-012	1019	1019	2003/4/15	5	1036167	1	9.1	9.1
200304150179-012	1019	1019	2003/4/15	6	1001053	1	2.5	2.5
200304150179-012	1019	1019	2003/4/15	7	1007235	1	11	11
200304150179-012	1019	1019	2003/4/15	8	1034816	1	2.6	2.6
200304150179-012	1019	1019	2003/4/15	9	1048309	1	2	2
200304150180-012	1019	1019	2003/4/15	1	1041366	1	8.8	8.8
200304150180-012	1019	1019	2003/4/15	2	1048767	3	3.9	11.7
200304150180-012	1019	1019	2003/4/15	3	1031591	1	9.8	9.8
200304150180-012	1019	1019	2003/4/15	5	1037971	1	14	14
200304150180-012	1019	1019	2003/4/15	6	1004309	1	7.4	7.4
200304150180-012	1019	1019	2003/4/15	7	1002385	1	2.1	2.1
200304150180-012	1019	1019	2003/4/15	8	1031973	1	5.2	5.2
200304150180-012	1019	1019	2003/4/15	9	1048956	1	15	15
200304150180-012	1019	1019	2003/4/15	10	1026967	1	6	6
200304150180-012	1019	1019	2003/4/15	12	1026249	0.112	11.8	1.3216
200304150180-012	1019	1019	2003/4/15	13	1035458	2	4.5	9
200304150180-012	1019	1019	2003/4/15	14	1032890	1	3.3	3.3
200304150180-012	1019	1019	2003/4/15	15	1037103	1	16.5	16.5
200304150180-012	1019	1019	2003/4/15	16	1017033	0.16	20.3	3.248
200304150180-012	1019	1019	2003/4/15	17	1048957	1	15	15
200304150180-012	1019	1019	2003/4/15	18	1033966	0.178	21.2	3.7736
200304150180-012	1019	1019	2003/4/15	20	1010138	2	0.9	1.8
200304150180-012	1019	1019	2003/4/15	21	1035459	1	4.5	4.5
200304150180-012	1019	1019	2003/4/15	22	1014452	1	2.6	2.6
200304150180-012	1019	1019	2003/4/15	23	1037081	1	3.8	3.8
200304150180-012	1019	1019	2003/4/15	24	1016364	2	7	14
200304150181-012	1019	1019	2003/4/15	1	1021060	1	12.8	12.8
200304150181-012	1019	1019	2003/4/15	2	1041162	1	2.2	2.2
200304150182-012	1019	1019	2003/4/15	1	1036506	4	0.75	3
200304150182-012	1019	1019	2003/4/15	2	1002663	1	26.9	26.9
200304150183-012	1019	1019	2003/4/15	1	1036258	1	5	5
200304150183-012	1019	1019	2003/4/15	2	1040047	1	9.5	9.5
200304150183-012	1019	1019	2003/4/15	3	1039997	1	6.8	6.8
200304150183-012	1019	1019	2003/4/15	4	1003447	1	0.9	0.9
200304150183-012	1019	1019	2003/4/15	5	1007913	1	1.5	1.5
200304150183-012	1019	1019	2003/4/15	6	1041053	5	1.7	8.5
200304150183-012	1019	1019	2003/4/15	7	1008802	2	7.4	14.8
200304150184-012	1019	1019	2003/4/15	1	1040656	1	19.9	19.9
200304150184-012	1019	1019	2003/4/15	2	1010138	1	0.9	0.9
200304150184-012	1019	1019	2003/4/15	3	1015012	1	0.8	0.8
200304150184-012	1019	1019	2003/4/15	7	1041231	0.218	24	5.232
200304150185-012	1019	1019	2003/4/15	1	1008544	0.5	15	7.5
200304150185-012	1019	1019	2003/4/15	2	1041762	1	3.3	3.3
200304150185-012	1019	1019	2003/4/15	3	1023764	0.392	13	5.096
200304150185-012	1019	1019	2003/4/15	4	1033196	0.262	15.1	3.9562
200304150186-012	1019	1019	2003/4/15	1	1038321	1	45.9	45.9
200304150186-012	1019	1019	2003/4/15	3	1008662	0.224	19.8	4.4352
200304150186-012	1019	1019	2003/4/15	6	1048667	1	7	7
200304150187-012	1019	1019	2003/4/15	1	1003380	2	3.1	6.2
200304150187-012	1019	1019	2003/4/15	2	1037522	1	0.7	0.7
200304150187-012	1019	1019	2003/4/15	3	1004709	1	5.6	5.6
200304150187-012	1019	1019	2003/4/15	4	1026438	2	4.6	9.2
200304150187-012	1019	1019	2003/4/15	5	1013431	1	6.9	6.9
200304150188-012	1019	1019	2003/4/15	1	1013616	1	40.5	40.5
200304150189-012	1019	1019	2003/4/15	1	1006189	1	43.9	43.9
200304150189-012	1019	1019	2003/4/15	2	1036801	1	24.3	24.3
200304150189-012	1019	1019	2003/4/15	3	1005005	1	25	25
200304150189-012	1019	1019	2003/4/15	4	1046327	1	13.5	13.5
200304150189-012	1019	1019	2003/4/15	5	1035957	2	9.9	19.8
200304150189-012	1019	1019	###	6	1002561	1	2.2	2.2
200304150189-012	1019	1019	2003/4/15	7	1018324	2	11.5	23
200304150189-012	1019	1019	2003/4/15	8	1018245	2	13.6	27.2
200304150190-012	1019	1019	2003/4/15	1	1008045	1	2.3	2.3
200304150191-012	1019	1019	2003/4/15	1	1035503	2	8.2	16.4
200304150191-012	1019	1019	2003/4/15	2	1042147	1	3	3
200304150191-012	1019	1019	2003/4/15	3	1001607	1	2.1	2.1
200304150191-012	1019	1019	###	4	1001664	1	1.6	1.6
200304150191-012	1019	1019	2003/4/15	5	1036292	1	8.6	8.6
200304150191-012	1019	1019	2003/4/15	6	1025255	0.3	14.4	4.32
200304150191-012	1019	1019	2003/4/15	9	1041451	1	6.5	6.5
200304150191-012	1019	1019	2003/4/15	10	1041450	1	3.6	3.6
200304150192-012	1019	1019	2003/4/15	2	1022285	0.28	6.9	1.932
200304150192-012	1019	1019	2003/4/15	3	1022704	0.346	39	13.494
200304150192-012	1019	1019	2003/4/15	4	1001618	1	21.6	21.6
200304150192-012	1019	1019	2003/4/15	5	1022648	0.392	10	3.92
200304150192-012	1019	1019	2003/4/15	6	1022426	0.714	7	4.998
200304150192-012	1019	1019	2003/4/15	7	1022577	0.572	8.9	5.0908
200304150192-012	1019	1019	2003/4/15	8	1013645	1	3.8	3.8
200304150192-012	1019	1019	2003/4/15	9	1033858	1	3.9	3.9
200304150192-012	1019	1019	2003/4/15	10	1002518	1	3.2	3.2
200304150192-012	1019	1019	2003/4/15	11	1013525	1	9	9
200304150193-012	1019	1019	2003/4/15	1	1002075	2	1	2
200304150193-012	1019	1019	2003/4/15	3	1015939	1	7.1	7.1
200304150193-012	1019	1019	2003/4/15	4	1041060	1	12.8	12.8
200304150193-012	1019	1019	2003/4/15	5	1001090	4	1.9	7.6
200304150193-012	1019	1019	2003/4/15	6	1036255	2	1	2
200304150193-012	1019	1019	2003/4/15	7	1035956	1	9.3	9.3
200304150193-012	1019	1019	2003/4/15	8	1025686	1	16.95	16.95
200304150194-012	1019	1019	2003/4/15	1	1002923	1	14.1	14.1
200304150194-012	1019	1019	2003/4/15	2	1003287	1	31	31
200304150194-012	1019	1019	2003/4/15	3	1048532	1	15.9	15.9
200304150194-012	1019	1019	2003/4/15	4	1001774	1	10.8	10.8
200304150194-012	1019	1019	2003/4/15	5	1038987	1	4.8	4.8
200304150194-012	1019	1019	2003/4/15	6	1035352	2	1	2
200304150194-012	1019	1019	2003/4/15	7	1031005	1	2	2
200304150195-012	1019	1019	2003/4/15	1	1015277	1	9	9
200304150195-012	1019	1019	2003/4/15	2	1035352	2	1	2
200304150195-012	1019	1019	2003/4/15	3	1034082	1	2.2	2.2
200304150195-012	1019	1019	2003/4/15	4	1009042	1	1.05	1.05
200304150196-012	1019	1019	2003/4/15	2	1013675	1	2.4	2.4
200304150196-012	1019	1019	2003/4/15	7	1015057	1	2.5	2.5
200304150196-012	1019	1019	2003/4/15	9	1038997	2	3.8	7.6
200304150196-012	1019	1019	2003/4/15	10	1037226	1	5.6	5.6
200304150196-012	1019	1019	2003/4/15	11	1033998	1	9	9
200304150196-012	1019	1019	2003/4/15	12	1034003	1	5.1	5.1
200304150196-012	1019	1019	2003/4/15	13	1032892	2	3.65	7.3
200304150196-012	1019	1019	2003/4/15	14	1039890	2	4.1	8.2
200304150196-012	1019	1019	2003/4/15	15	1002518	3	3.2	9.6
200304150196-012	1019	1019	2003/4/15	16	1003155	1	4.3	4.3
200304150196-012	1019	1019	2003/4/15	17	1003280	2	27.3	54.6
200304150197-012	1019	1019	2003/4/15	1	1040141	1	1.5	1.5
200304150197-012	1019	1019	2003/4/15	2	1003480	1	1.3	1.3
200304150197-012	1019	1019	2003/4/15	3	1001006	6	0.8	4.8
200304150198-012	1019	1019	2003/4/15	1	1048985	1	58.8	58.8
200304150198-012	1019	1019	2003/4/15	2	1000660	1	12.7	12.7
200304150198-012	1019	1019	2003/4/15	3	1039989	1	6.2	6.2
200304150198-012	1019	1019	2003/4/15	4	1028949	1	5.8	5.8
200304150198-012	1019	1019	2003/4/15	5	1048958	1	3	3
200304150198-012	1019	1019	2003/4/15	6	1009694	1	5.4	5.4
200304150198-012	1019	1019	2003/4/15	7	1021352	2	2.2	4.4
200304150198-012	1019	1019	2003/4/15	8	1001912	3	1.4	4.2
200304150198-012	1019	1019	2003/4/15	9	1044413	1	1.6	1.6
200304150198-012	1019	1019	2003/4/15	10	1001046	2	1.95	3.9
200304150199-012	1019	1019	2003/4/15	1	1026961	1	2.9	2.9
200304150199-012	1019	1019	2003/4/15	2	1023162	1	4.6	4.6
200304150199-012	1019	1019	2003/4/15	3	1002163	1	3	3
200304150199-012	1019	1019	2003/4/15	4	1004475	1	3	3
200304150199-012	1019	1019	2003/4/15	5	1040443	1	1.1	1.1
200304150199-012	1019	1019	2003/4/15	6	1036505	4	0.75	3
200304150199-012	1019	1019	2003/4/15	7	1036506	4	0.75	3
200304150199-012	1019	1019	2003/4/15	8	1007429	1	1.3	1.3
200304150199-012	1019	1019	2003/4/15	9	1048670	6	1.4	8.4
200304150200-012	1019	1019	2003/4/15	6	1041822	6	2.6	15.6
200304150200-012	1019	1019	2003/4/15	7	1041823	4	2.6	10.4
200304150200-012	1019	1019	2003/4/15	8	1048667	1	7	7
200304150200-012	1019	1019	2003/4/15	9	1001771	1	5.5	5.5
200304150202-012	1019	1019	2003/4/15	1	1021458	1	4	4
200304150203-012	1019	1019	2003/4/15	1	1034346	1	8.8	8.8
200304150203-012	1019	1019	2003/4/15	2	1006727	1	5.7	5.7
200304150203-012	1019	1019	2003/4/15	3	1048666	1	7	7
200304150203-012	1019	1019	2003/4/15	4	1041232	0.83	26	21.58
200304150203-012	1019	1019	2003/4/15	5	1002433	1	11.3	11.3
200304150203-012	1019	1019	2003/4/15	6	1036503	1	3.7	3.7
200304150203-012	1019	1019	2003/4/15	7	1038320	2	3.1	6.2
200304150203-012	1019	1019	2003/4/15	8	1037888	1	8.4	8.4
200304150203-012	1019	1019	2003/4/15	9	1046656	2	7.5	15
200304150203-012	1019	1019	2003/4/15	10	1047308	1	4.4	4.4
200304150203-012	1019	1019	2003/4/15	11	1032822	8	2.7	21.6
200304150203-012	1019	1019	2003/4/15	12	1019055	1	4.7	4.7
200304150204-012	1019	1019	2003/4/15	1	1005464	1	8	8
200304150204-012	1019	1019	2003/4/15	2	1032014	1	15.5	15.5
200304150204-012	1019	1019	2003/4/15	3	1047980	1	14.9	14.9
200304150204-012	1019	1019	2003/4/15	4	1047974	1	14.5	14.5
200304150204-012	1019	1019	2003/4/15	5	1041254	2	7.2	14.4
200304150204-012	1019	1019	2003/4/15	6	1000074	1	10	10
200304150206-012	1019	1019	2003/4/15	1	1040550	1	2.6	2.6
200304150206-012	1019	1019	2003/4/15	2	1040553	1	2.6	2.6
200304150207-012	1019	1019	2003/4/15	1	1001776	3	2.5	7.5
200304150209-012	1019	1019	2003/4/15	1	1046794	24	2.1	50.4
200304150210-012	1019	1019	2003/4/15	1	1034084	1	2.3	2.3
200304150210-012	1019	1019	2003/4/15	2	1034085	1	2.3	2.3
200304150210-012	1019	1019	2003/4/15	3	1039288	1	10.5	10.5
200304150211-012	1019	1019	2003/4/15	1	1042048	1	3.9	3.9
200304150211-012	1019	1019	2003/4/15	2	1041294	1	7.2	7.2
200304150211-012	1019	1019	2003/4/15	3	1034578	2	2.7	5.4
200304150211-012	1019	1019	2003/4/15	4	1035956	2	9.3	18.6
200304150211-012	1019	1019	2003/4/15	5	1035485	1	3.5	3.5
200304150211-012	1019	1019	2003/4/15	6	1048965	1	6.7	6.7
200304150212-012	1019	1019	2003/4/15	1	1041220	1	17.1	17.1
200304150213-012	1019	1019	2003/4/15	1	1001070	1	2	2
200304150213-012	1019	1019	2003/4/15	2	1002475	1	2.8	2.8
200304150213-012	1019	1019	2003/4/15	3	1026954	1	5	5
200304150213-012	1019	1019	2003/4/15	4	1003066	2	1	2
200304150213-012	1019	1019	2003/4/15	5	1041150	1	1.8	1.8
200304150213-012	1019	1019	2003/4/15	6	1030993	1	2.2	2.2
200304150213-012	1019	1019	2003/4/15	7	1031342	1	2.4	2.4
200304150213-012	1019	1019	2003/4/15	8	1048684	1	2.4	2.4
200304150214-012	1019	1019	2003/4/15	1	1034346	1	8.8	8.8
200304150214-012	1019	1019	2003/4/15	2	1006915	1	6.6	6.6
200304150214-012	1019	1019	2003/4/15	3	1040498	1	3.6	3.6
200304150214-012	1019	1019	2003/4/15	4	1000262	1	3.9	3.9
200304150214-012	1019	1019	2003/4/15	5	1040704	1	2.6	2.6
200304150214-012	1019	1019	2003/4/15	6	1026957	3	2.8	8.4
200304150214-012	1019	1019	2003/4/15	7	1044394	1	6	6
200304150214-012	1019	1019	2003/4/15	8	1005683	1	5.4	5.4
200304150214-012	1019	1019	2003/4/15	9	1026664	1	6.9	6.9
200304150214-012	1019	1019	2003/4/15	10	1041141	1	3.1	3.1
200304150214-012	1019	1019	2003/4/15	11	1031347	3	3.4	10.2
200304150214-012	1019	1019	2003/4/15	12	1023730	1	4.9	4.9
200304150214-012	1019	1019	2003/4/15	13	1036125	1	5.7	5.7
200304150214-012	1019	1019	2003/4/15	14	1006242	1	5.9	5.9
200304150214-012	1019	1019	2003/4/15	15	1024351	1	5.9	5.9
200304150214-012	1019	1019	2003/4/15	16	1004852	2	5.9	11.8
200304150214-012	1019	1019	2003/4/15	17	1032758	15	0.7	10.5
200304150214-012	1019	1019	2003/4/15	18	1013558	1	3.5	3.5
200304160001-012	1019	1019	2003/4/16	1	1034552	1	12.4	12.4
200304160001-012	1019	1019	2003/4/16	2	1027798	1	3.6	3.6
200304160001-012	1019	1019	2003/4/16	3	1040758	1	3.6	3.6
200304160001-012	1019	1019	2003/4/16	4	1046716	1	11.7	11.7
200304160001-012	1019	1019	2003/4/16	6	1032882	1	4.3	4.3
200304160001-012	1019	1019	2003/4/16	7	1008127	1	1.2	1.2
200304160001-012	1019	1019	2003/4/16	8	1047315	1	2.8	2.8
200304160001-012	1019	1019	2003/4/16	9	1044430	1	1	1
200304160001-012	1019	1019	2003/4/16	10	1035116	1	2.6	2.6
200304160001-012	1019	1019	2003/4/16	11	1005905	1	1.9	1.9
200304160001-012	1019	1019	2003/4/16	12	1027283	1	44.9	44.9
200304160001-012	1019	1019	2003/4/16	13	1024382	1	24.8	24.8
200304160002-012	1019	1019	2003/4/16	1	1034857	1	3.4	3.4
200304160002-012	1019	1019	2003/4/16	2	1046650	1	2.9	2.9
200304160003-012	1019	1019	2003/4/16	6	1048382	1	6.2	6.2
200304160003-012	1019	1019	2003/4/16	9	1035034	1	3.3	3.3
200304160004-012	1019	1019	2003/4/16	1	1035442	2	2.15	4.3
200304160004-012	1019	1019	2003/4/16	2	1038094	1	2	2
200304160004-012	1019	1019	2003/4/16	3	1022721	9.60E-02	28.8	2.7648
200304160004-012	1019	1019	2003/4/16	4	1022738	0.152	32.2	4.8944
200304160005-012	1019	1019	2003/4/16	1	1028058	1	62.5	62.5
