200304130001-001	1021	20030413	1	1005407	2	0.88
200304130001-001	1021	20030413	2	1004612	2	1.4752
200304130001-001	1021	20030413	3	1004883	1	4.2
200304130002-001	1021	20030413	1	1010856	1	29
200304130002-001	1021	20030413	2	1003350	1	39.1
200304130003-001	1021	20030413	1	1001809	1	6.3
200304130004-001	1021	20030413	1	1012369	1	9.4328
200304130004-001	1021	20030413	2	1002603	3	3.2
200304130005-001	1021	20030413	1	1007248	2	4.92
200304130005-001	1021	20030413	2	1006025	2	0.7225
200304130005-001	1021	20030413	3	1001552	1	6.67
200304130006-001	1021	20030413	1	1005653	1	22.83
200304130006-001	1021	20030413	2	1006050	2	0.85
200304130006-001	1021	20030413	3	1010856	1	29
200304130007-001	1021	20030413	1	1010856	2	29
200304130007-001	1021	20030413	2	1005653	2	22.83
200304130008-001	1021	20030413	1	1010856	1	29
200304130009-001	1021	20030413	1	1008194	1	4.14
200304130010-001	1021	20030413	1	1004497	1	1.63
200304130010-001	1021	20030413	2	1004476	1	1.6333
200304130011-001	1021	20030413	1	1005127	2	6.12
200304130011-001	1021	20030413	2	1004347	5	0.79
200304130011-001	1021	20030413	3	1006361	1	16.8
200304130011-001	1021	20030413	4	1005529	1	0.7167
200304130011-001	1021	20030413	5	1001629	2	12.75
200304130011-001	1021	20030413	6	1002819	1	6.18
200304130011-001	1021	20030413	7	1002320	1	5
200304130011-001	1021	20030413	8	1002571	1	7.88
200304130012-001	1021	20030413	1	1006063	2	2.05
200304130012-001	1021	20030413	2	1005515	2	0.9
200304130012-001	1021	20030413	3	1010848	1	34.9985
200304130013-001	1021	20030413	1	1008127	1	0.98
200304130013-001	1021	20030413	2	1021461	1	0.7
200304130013-001	1021	20030413	3	1008097	1	0.7
200304130013-001	1021	20030413	4	1002475	1	2.54
200304130014-001	1021	20030413	1	1001055	1	1.7
200304130015-001	1021	20030413	1	1003924	1	15.23
200304130015-001	1021	20030413	2	1003886	1	9.87
200304130016-001	1021	20030413	1	1012763	2	1.56
200304130017-001	1021	20030413	1	1001880	2	2.3331
200304130018-001	1021	20030413	1	1006025	1	0.7225
200304130019-001	1021	20030413	1	1006025	1	0.7225
200304130020-001	1021	20030413	1	1010152	1	2
200304130020-001	1021	20030413	2	1002008	1	2.1457
200304130020-001	1021	20030413	3	1010906	1	2.45
200304130021-001	1021	20030413	1	1005623	1	5.7
200304130021-001	1021	20030413	2	1001653	1	4.375
200304130023-001	1021	20030413	1	1002337	1	14
200304130023-001	1021	20030413	2	1005931	1	1.91
200304130024-001	1021	20030413	1	1020614	1	2.2
200304130024-001	1021	20030413	2	1024730	1	1.56
200304130025-001	1021	20030413	1	1005931	1	1.91
200304130025-001	1021	20030413	2	1002337	1	14
200304130026-001	1021	20030413	1	1001782	1	2.17
200304130026-001	1021	20030413	2	1021470	1	3.75
200304130027-001	1021	20030413	1	1004466	2	17.1669
200304130027-001	1021	20030413	2	1000078	2	3
200304130028-001	1021	20030413	1	1005055	24	1.7708
200304130029-001	1021	20030413	1	1005034	4	1.95
200304130029-001	1021	20030413	2	1004894	8	1.67
200304130029-001	1021	20030413	3	1005003	1	1.95
200304130029-001	1021	20030413	4	1004814	1	1.52
200304130029-001	1021	20030413	5	1020885	1	7.84
200304130029-001	1021	20030413	6	1003590	1	5.46
200304130029-001	1021	20030413	7	1011419	1	2.21
200304130030-001	1021	20030413	1	1002834	1	5.19
200304130031-001	1021	20030413	1	1011934	1	9.9
200304130032-001	1021	20030413	1	1001445	24	1.4916
200304130033-001	1021	20030413	1	1001570	1	6.5
200304130033-001	1021	20030413	2	1001783	1	3.75
200304130034-001	1021	20030413	1	1005586	1	2.4584
200304130035-001	1021	20030413	1	1001552	3	6.67
200304130035-001	1021	20030413	2	1001507	3	6.17
200304130036-001	1021	20030413	1	1023445	1	9.5
200304130037-001	1021	20030413	1	1002235	1	16.4585
200304130038-001	1021	20030413	1	1001465	1	14.1
200304130039-001	1021	20030413	1	1001445	24	1.4916
200304130040-001	1021	20030413	1	1020569	1	4.38
200304130040-001	1021	20030413	2	1024143	2	0.65
200304130040-001	1021	20030413	3	1005349	2	1.17
200304130040-001	1021	20030413	4	1002075	2	0.78
200304130040-001	1021	20030413	5	1021667	2	2
200304130041-001	1021	20030413	1	1001552	12	6.67
200304130041-001	1021	20030413	2	1001249	5	0.9208
200304130041-001	1021	20030413	3	1007187	2	0.83
200304130041-001	1021	20030413	4	1015922	1	5.7
200304130041-001	1021	20030413	5	1006025	1	0.7225
200304130042-001	1021	20030413	1	1002593	1	48
200304130043-001	1021	20030413	1	1000519	1	19.3
200304130044-001	1021	20030413	1	1024145	5	2.4
200304130045-001	1021	20030413	1	1004214	1	4.47
200304130045-001	1021	20030413	2	1002950	3	1.22
200304130045-001	1021	20030413	3	1001187	1	1.68
200304130045-001	1021	20030413	4	1006564	10	0.3
200304130046-001	1021	20030413	1	1010109	1	6.9353
200304130046-001	1021	20030413	2	1006368	1	24.98
200304130046-001	1021	20030413	3	1001700	1	9.8
200304130046-001	1021	20030413	4	1001920	1	17.16
200304130046-001	1021	20030413	5	1000876	1	3.44
200304130046-001	1021	20030413	6	1000863	1	3.4333
200304130046-001	1021	20030413	7	1007240	1	5.088
200304130046-001	1021	20030413	8	1001738	1	1.75
200304130046-001	1021	20030413	9	1002385	1	1.7417
200304130046-001	1021	20030413	10	1001800	1	2.08
200304130046-001	1021	20030413	11	1000527	2	2.08
200304130047-001	1021	20030413	1	1002235	1	16.4583
200304130047-001	1021	20030413	2	1000539	1	7.7
200304130047-001	1021	20030413	3	1003910	1	10.15
200304130047-001	1021	20030413	4	1002941	1	8.33
200304130048-001	1021	20030413	1	1021038	2	3.46
200304130048-001	1021	20030413	2	1005868	1	4.32
